title,price,year,mileage,brand,condition,bids,seller_score,reviews_count,link_type,status
2025 Hyundai Elantra Limited,26244.0,2025,2,Hyundai,Brand New,,97.4%,304,,Active
2017 Audi A6 Quattro 2.0T PremiumPlus,13750.0,2017,90540,Audi,Pre-Owned,,0%,0,,Active
"1972 Mercedes-Benz 200-Series 37,531 Miles no mechanical or electrical issues",14900.0,1972,37531,Mercedes-Benz,Pre-Owned,,100%,575,,Active
2020 Kia Forte LXS,10995.0,2020,93296,Kia,Pre-Owned,,0%,0,,Active
2017 Cadillac ATS Base,13199.0,2017,96935,Cadillac,Pre-Owned,,0%,0,,Active
2013 Jaguar XJ XJL Portfolio Sedan 4D,12985.0,2013,94518,Jaguar,Pre-Owned,,99.8%,1400,,Active
"2014 Porsche Panamera Timeless Gray Exterior, Luxury & Technology, Garage Kept",25000.0,2014,90000,Porsche,Pre-Owned,,100%,575,,Active
2015 Toyota Corolla S,9480.0,2015,132248,Toyota,Pre-Owned,,0%,0,,Active
2015 Ford Focus SE Sedan 4D,7495.0,2015,96762,Ford,Pre-Owned,,100%,1600,,Active
2012 Mercedes-Benz S-Class S65 AMG Twin Turbo V12 624hp 738ft.,28995.0,2012,101451,Mercedes-Benz,Pre-Owned,,100%,1000,,Active
1955 Cadillac Sixty Special,36000.0,1955,25277,Cadillac,Pre-Owned,,98.8%,629,,Active
2016 Dodge Charger R/T,17775.0,2016,57227,Dodge,Pre-Owned,,0%,0,,Active
2019 Honda Accord LX,13995.0,2019,109670,Honda,Pre-Owned,,0%,0,,Active
2010 Mitsubishi Lancer Evolution MR Touring,20900.0,2010,95307,Mitsubishi,Pre-Owned,,0%,0,,Active
2017 Honda Accord Sport SE,15499.0,2017,93505,Honda,Pre-Owned,,0%,0,,Active
2025 Toyota Crown XLE,38390.0,2025,15352,Toyota,Pre-Owned,,100%,338,,Active
2003 Mercury Marauder Supercharged,27995.0,2003,95048,Mercury,Pre-Owned,,97.3%,591,,Active
2024 Mazda 3 2.5 S Select Sport,14995.0,2024,57036,Mazda,Pre-Owned,,0%,0,,Active
2013 Mercedes-Benz C300 C 300 Luxury,9600.0,2013,110836,Mercedes-Benz,Pre-Owned,,0%,0,,Active
1948 Packard Clipper Woodie Wagon,12500.0,1948,99999,Packard,Pre-Owned,,98.5%,3700,,Active
2022 Honda Accord Sport,22788.0,2022,29660,Honda,Pre-Owned,,0%,12,,Active
2011 Cadillac CTS Luxury,8100.0,2011,121565,Cadillac,Pre-Owned,,0%,0,,Active
1940 Dodge D17 4-Door Sedan,10000.0,1940,11537,Dodge,Pre-Owned,,98.5%,3700,,Active
2019 Acura ILX Base,13399.0,2019,63034,Acura,Pre-Owned,,0%,0,,Active
2020 Lincoln MKZ/Zephyr Reserve,23988.0,2020,40002,Lincoln,Pre-Owned,,0%,12,,Active
2009 Audi A8 quattro,19900.0,2009,87626,Audi,Pre-Owned,,97.9%,2700,,Active
2024 Tesla Model 3,31995.0,2024,10872,Tesla,Pre-Owned,,100%,649,,Active
2012 Jaguar XJ,23499.0,2012,13452,Jaguar,Pre-Owned,,0%,266,,Active
2020 Altima 2.5 SV 4DR SEDAN AWD,16995.0,2020,43238,Nissan,Pre-Owned,,100%,1600,,Active
2019 Dodge Charger R/T,15990.0,2019,56386,Dodge,Pre-Owned,,0%,0,,Active
1972 Mercedes-Benz 200-Series 4.5,22900.0,1972,73998,Mercedes-Benz,Pre-Owned,,97.6%,229,,Active
2023 Kia K5 GT,26350.0,2023,42286,Kia,Pre-Owned,,100%,649,,Active
2026 Hyundai Elantra N,37105.0,2026,2,Hyundai,Brand New,,97.4%,304,,Active
2016 S-Class 2016 S550 P1 NAV PANO BURMESTER CAMERA WOOD,20995.0,2016,100179,Mercedes-Benz,Pre-Owned,,100%,473,,Active
2018 Dodge Charger SRT Hellcat Sedan 4D,40980.0,2018,61707,Dodge,Pre-Owned,,100%,1600,,Active
2012 Mazda Mazda3 I,3500.0,2012,154038,Mazda,Pre-Owned,,100%,1200,,Active
2011 Subaru Impreza WRX STI,16999.0,2011,118050,Subaru,Pre-Owned,,0%,0,,Active
2023 Honda Civic Sport,23250.0,2023,18198,Honda,Pre-Owned,,100%,649,,Active
2018 Maserati Ghibli S,11900.0,2018,119330,Maserati,Pre-Owned,,0%,0,,Active
1954 Chevrolet Bel Air/150/210,28900.0,1954,1150,Chevrolet,Pre-Owned,,97.6%,229,,Active
2025 A5 2.0L I4 quatro Sline premium4dr hatchback AWD,36995.0,2025,10771,Audi,Pre-Owned,,100%,1600,,Active
2023 Kia K5 LXS,19172.0,2023,43994,Kia,Pre-Owned,,0%,0,,Active
2009 Rolls-Royce Phantom Sedan,94950.0,2009,79595,Rolls-Royce,Pre-Owned,,100%,624,,Active
2016 BMW 5-Series 535i xDrive,14980.0,2016,86208,BMW,Pre-Owned,,100%,1000,,Active
1947 Ford Deluxe Tudor Sedan,16900.0,1947,67712,Ford,Pre-Owned,,0%,32,,Active
2013 Volkswagen Passat SE,7995.0,2013,85146,Volkswagen,Pre-Owned,,0%,0,,Active
"1937 Buick Roadmaster Garage-Kept, Original Interior, Excellent Body & Chrome",29000.0,1937,63790,Buick,Pre-Owned,,100%,575,,Active
2003 BMW R1150RT,3495.0,2003,51880,BMW,Pre-Owned,,100%,1600,,Active
1995 Mercedes-Benz E-Class,99995.0,1995,47240,Mercedes-Benz,Pre-Owned,,97.3%,591,,Active
2024 Mercedes-Benz C300 C 300,46999.0,2024,8257,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2018 BMW M5 54K Heated Leather CARBON FIBER ROOF GPS Exhaust,59995.0,2018,54133,BMW,Pre-Owned,,100%,1000,,Active
1995 Cadillac Fleetwood Brougham,21000.0,1995,74716,Cadillac,Pre-Owned,,98.8%,629,,Active
New Listing2025 Hyundai Elantra N Line,24500.0,2025,3102,Hyundai,Pre-Owned,,97.4%,304,,Active
2015 IS F Sport 4DR SEDAN,13995.0,2015,155644,Lexus,Pre-Owned,,100%,1600,,Active
2016 Hyundai Sonata Sport,7999.0,2016,90547,Hyundai,Pre-Owned,,0%,0,,Active
2015 Mitsubishi Lancer Evolution,43990.0,2015,24097,Mitsubishi,Pre-Owned,,100%,476,,Active
2016 Honda Civic EX,10788.0,2016,169839,Honda,Pre-Owned,,0%,0,,Active
1930 Ford Model A Tudor Sedan,19995.0,1930,23018,Ford,Pre-Owned,,97.3%,591,,Active
2017 Nissan Sentra S,3500.0,2017,198804,Nissan,Pre-Owned,,100%,1200,,Active
2023 Tesla Model 3,24995.0,2023,21268,Tesla,Pre-Owned,,100%,649,,Active
"2014 Porsche Panamera PDK Dual-Clutch, Yellow Calipers, Upgraded Wheels",24000.0,2014,110085,Porsche,Pre-Owned,,100%,575,,Active
1949 Ford Custom Sedan,23000.0,1949,53467,Ford,Pre-Owned,,98.8%,629,,Active
New Listing2023 Nissan Altima 2.5 SV,15900.0,2023,46731,Nissan,Pre-Owned,,0%,0,,Active
2015 LS 460 Sedan V8 Heated AC Leather Moon GPS AIRIDE,24995.0,2015,117606,Lexus,Pre-Owned,,100%,1000,,Active
2023 Cadillac CT5-V Blackwing,77900.0,2023,16221,Cadillac,Pre-Owned,,97.6%,229,,Active
2013 Cadillac XTS Premium Collection,10800.0,2013,93992,Cadillac,Pre-Owned,,100%,12,,Active
2019 Ford Fusion Plug-In Titanium,20999.0,2019,64621,Ford,Pre-Owned,,0%,0,,Active
2024 Toyota Camry SE,26450.0,2024,35312,Toyota,Pre-Owned,,100%,649,,Active
2015 Toyota Corolla S,10999.0,2015,157104,Toyota,Pre-Owned,,0%,0,,Active
1935 Buick Series 60 Touring Sedan,58995.0,1935,70037,Buick,Pre-Owned,,97.3%,591,,Active
2015 INFINITI Q70 3.7000000000000002,8900.0,2015,106118,Infiniti,Pre-Owned,,0%,0,,Active
2025 Hyundai Elantra SE,21818.0,2025,2,Hyundai,Brand New,,97.4%,304,,Active
2014 Lexus LS460 460,16499.0,2014,114190,Lexus,Pre-Owned,,0%,0,,Active
2015 Bentley Flying Spur W12 Sedan 4D,59999.0,2015,23492,Bentley,Pre-Owned,,99.8%,1400,,Active
2010 Mercedes-Benz C63 AMG C 63 AMG,16995.0,2010,126387,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2023 Kia Forte GT,19133.0,2023,58345,Kia,Pre-Owned,,100%,36,,Active
2015 Mitsubishi Evolution GSR,34999.0,2015,48895,Mitsubishi,Pre-Owned,,0%,266,,Active
1961 Chevrolet Impala,38000.0,1961,1,Chevrolet,Pre-Owned,,98.8%,629,,Active
2009 PONTIAC GT,6500.0,2009,55947,Pontiac,Pre-Owned,,100%,915,,Active
2018 Ford Focus SE,9999.0,2018,41005,Ford,Pre-Owned,,0%,0,,Active
2008 Mercedes-Benz S-Class S 550,12800.0,2008,0,Mercedes-Benz,Pre-Owned,,100%,12,,Active
1957 Chevrolet Bel Air/150/210 4-Door Sedan,2500.0,1957,999,Chevrolet,Pre-Owned,,98.5%,3700,,Active
2022 Honda Civic Sport,25995.0,2022,31846,Honda,Pre-Owned,,0%,0,,Active
2016 Hyundai Sonata SE,6495.0,2016,114939,Hyundai,Pre-Owned,,0%,0,,Active
1950 Mercury Eight 2 Door Sedan,40500.0,1950,7300,Mercury,Pre-Owned,,0%,32,,Active
2017 Hyundai Sonata SE,7495.0,2017,129331,Hyundai,Pre-Owned,,0%,0,,Active
2025 Hyundai Elantra SEL Sport,23044.0,2025,2,Hyundai,Brand New,,97.4%,304,,Active
2017 Malibu LS 4DR SEDAN,7999.0,2017,124556,Chevrolet,Pre-Owned,,100%,1600,,Active
2015 Kia Optima LX,8495.0,2015,115632,Kia,Pre-Owned,,0%,0,,Active
2017 Audi A4 Quattro PremiumPlus,15750.0,2017,70707,Audi,Pre-Owned,,0%,0,,Active
2025 Toyota Camry XSE Sedan 4D,30985.0,2025,9747,Toyota,Pre-Owned,,99.8%,1400,,Active
1992 Lincoln Town Car Signature 4dr Sedan,6995.0,1992,110758,Lincoln,Pre-Owned,,99.3%,1100,,Active
2013 Tesla Model S 4dr Sedan,16990.0,2013,76070,Tesla,Pre-Owned,,100%,1100,,Active
1951 Chrysler Saratoga,15999.0,1951,50570,Chrysler,Pre-Owned,,0%,266,,Active
"2021 Dodge Charger 3.6L V6 AWD Police - Blue Lightbar and LED Lights,",16995.0,2021,85145,Dodge,Pre-Owned,,100%,123,,Active
1977 Ford Granada 2 Door Sedan,8900.0,1977,50096,Ford,Pre-Owned,,0%,32,,Active
2014 Toyota Corolla LE Eco,11911.0,2014,98044,Toyota,Pre-Owned,,0%,0,,Active
2023 Mercedes-Benz S580 S 580,99999.0,2023,20480,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2003 Toyota Camry LE,4999.0,2003,132257,Toyota,Pre-Owned,,0%,0,,Active
"1971 Oldsmobile 98 455 Rocket V8, Fresh White Paint, New Convertible Top",29000.0,1971,0,Oldsmobile,Pre-Owned,,100%,575,,Active
2016 Tesla Model S 60D,10999.0,2016,160781,Tesla,Pre-Owned,,0%,0,,Active
2024 Nissan Altima 2.5 SV,16404.0,2024,54401,Nissan,Pre-Owned,,0%,0,,Active
2020 Hyundai Sonata SE,14495.0,2020,49842,Hyundai,Pre-Owned,,0%,0,,Active
2022 Kia K5 GT-Line,23999.0,2022,60706,Kia,Pre-Owned,,100%,385,,Active
New Listing2021 Dodge Charger Scat Pack,41995.0,2021,55125,Dodge,Pre-Owned,,100%,468,,Active
2010 Subaru Legacy 2.5i Premium,3995.0,2010,155152,Subaru,Pre-Owned,,0%,0,,Active
2022 Mercedes-Benz S500 S 500,56985.0,2022,52610,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2017 Subaru WRX STI,15987.0,2017,59348,Subaru,Pre-Owned,,0%,270,,Active
2016 Cadillac ATS 3.6L Premium Collection 90K Leather MOON new tires,14995.0,2016,90655,Cadillac,Pre-Owned,,100%,1000,,Active
1949 Plymouth Special Deluxe Sedan,29000.0,1949,14696,Plymouth,Pre-Owned,,98.8%,629,,Active
2019 Toyota Camry XSE,44999.0,2019,28371,Toyota,Pre-Owned,,0%,266,,Active
2015 Mercedes-Benz S550 S 550,16500.0,2015,117190,Mercedes-Benz,Pre-Owned,,0%,0,,Active
1951 Ford Custom Deluxe,16900.0,1951,19651,Ford,Pre-Owned,,0%,32,,Active
2018 Dodge Charger SXT,12999.0,2018,75412,Dodge,Pre-Owned,,0%,0,,Active
2015 Subaru Legacy 2.5i Limited,10900.0,2015,84531,Subaru,Pre-Owned,,0%,0,,Active
"2022 Mercedes-Benz E 53 AMG w/ DRIVER ASSIST PKG, WARMTH & COMFORT PKG, PA",49950.0,2022,39927,Mercedes-Benz,Pre-Owned,,99.6%,970,,Active
2014 Chevrolet Impala 1-OWNER LS 55K 3.6L DOHC 24V V6 SHARP GEORGIA CAR,12890.0,2014,55628,Chevrolet,Pre-Owned,,100%,2400,,Active
2012 Honda Civic LX,6999.0,2012,130890,Honda,Pre-Owned,,0%,0,,Active
2014 Bentley Flying Spur W12 Sedan 4D,55985.0,2014,28487,Bentley,Pre-Owned,,99.8%,1400,,Active
2019 Audi A8 L 55 TFSI Quattro,30999.0,2019,72576,Audi,Pre-Owned,,0%,266,,Active
2004 Jaguar XJ8,14995.0,2004,66138,Jaguar,Pre-Owned,,97.3%,591,,Active
2015 Subaru Impreza WRX,17595.0,2015,79898,Subaru,Pre-Owned,,100%,708,,Active
1993 Mercedes-Benz 300-Series 2.5 Turbo Sedan,6900.0,1993,245265,Mercedes-Benz,Pre-Owned,,0%,32,,Active
2019 Honda Accord Sport,20595.0,2019,59837,Honda,Pre-Owned,,0%,0,,Active
1938 Citroën 1938 CITROEN AVANT HOT ROD /ONE OF A KIND CUSTOM,19000.0,1938,1200,Citroën,Pre-Owned,,100%,575,,Active
2018 Model 3 2018 Long Range AUTOPILOT NAV PANO HEATSEAT 68K,17995.0,2018,68710,Tesla,Pre-Owned,,100%,473,,Active
2019 Hyundai Sonata SE,12995.0,2019,77941,Hyundai,Pre-Owned,,0%,0,,Active
2024 Lucid Air Touring Sedan 4D,55999.0,2024,8601,,Pre-Owned,,99.8%,1400,,Active
2014 Mercedes-Benz E-Class E350,8995.0,2014,117272,Mercedes-Benz,Pre-Owned,,100%,468,,Active
1954 Ford Crestline,11500.0,1954,82469,Ford,Pre-Owned,,98.8%,629,,Active
2013 Ford Taurus SE 4dr Sedan,8400.0,2013,128008,Ford,Florida! Fly In Drive Home Or We Can Ship To Your Door!,,99.3%,961,,Active
New Listing2017 Honda Civic EX-L w/Navigation Sedan 4D,15777.0,2017,70744,Honda,IE Auto Sales Riverside,,0%,0,Buy It Now,Active
2012 Nissan Altima 2.5 S 4dr Sedan,5999.0,2012,120944,Nissan,Florida! Fly In Drive Home Or We Can Ship To Your Door!,,99.3%,961,,Active
New Listing2016 Maserati Ghibli Sedan 4D,12495.0,2016,81000,Maserati,Car Trade LA Contract Tujunga,,0%,0,,Active
2024 Toyota Corolla SE,21000.0,2024,15500,Toyota,Pre-Owned,0.0,0%,0,Buy It Now,Active
2022 Subaru Legacy Premium Sedan 4D,16999.0,2022,35410,Subaru,Andy's Auto and RV Sales Justin,,100%,518,Buy It Now,Active
2013 Chrysler 200 Series TOURING,3000.0,2013,155834,Chrysler,Sell Your Auto Fast Orlando,,100%,1200,,Active
2000 Honda Torneo 4D Euro Type R,17800.0,2000,63634,Honda,Pre-Owned,,100%,51,,Active
2019 BMW 530i 530i Sedan 4D,21690.0,2019,43781,BMW,Nash Auto Costa Mesa,,100%,538,,Active
2022 Nissan Altima 2.5 SL,10620.0,2022,0,Nissan,Pre-Owned,0.0,100%,407,Buy It Now,Active
2017 Lexus IS 200t,18595.0,2017,121160,Lexus,Prime Motors Co Portland,,100%,703,,Active
2003 Audi RS6,9500.0,2003,130000,Audi,Perfect project for a knowledgeable mechanic,,100%,135,,Active
2014 Cadillac CTS PERFORMANCE COLLECTION,7000.0,2014,62336,Cadillac,Pre-Owned,0.0,100%,2100,Auction,Active
2013 Hyundai Equus Signature Sedan 4D,12888.0,2013,63342,Hyundai,Dallas I Car Dallas,,100%,16,Buy It Now,Active
2021 Maserati Quattroporte Quattroporte Trofeo V8 Sedan 1 Owner Clean CarFax!,49999.0,2021,56388,Maserati,Maserati Quattroporte Trofeo V8 1 Owner Clean CarFax!!,,0%,704,,Active
2010 Toyota Camry BASE,4300.0,2010,179000,Toyota,Pre-Owned,,100%,11,,Active
2013 Audi S4 PREMIUM PLUS,12750.0,2013,145003,Audi,Pre-Owned,,100%,496,,Active
1973 Lincoln Continental 460 4 Door V8 Sedan,14625.0,1973,95839,Lincoln,95839 Miles,0.0,100%,147,Buy It Now,Active
2006 BMW 5 Series 525i Sedan Automatic 3.0L,7400.0,2006,115835,BMW,FAST LOWCOST SHIPPING! FREE CARFAX! FLCARCOLLECTION.COM,,100%,437,,Active
1998 Toyota Camry CE,4900.0,1998,56460,Toyota,Pre-Owned,,100%,237,,Active
2010 Bentley Flying Spur,24898.0,2010,18482,Bentley,Summit Auto Group Warren,,0%,802,,Active
2021 BMW M3 Competition,77990.0,2021,32149,BMW,EXOTIC KNIGHTS Orlando,,100%,99,,Active
2012 Audi A6 Quattro 3.0T Quattro Premium Sedan 4D,8999.0,2012,120720,Audi,Truck Farm of Nacogdoches LLC Nacogdoches,,100%,76,Buy It Now,Active
1975 Pontiac Firebird,15000.0,1975,110000,Pontiac,Pre-Owned,,98.9%,5500,Buy It Now,Active
2016 Cadillac CTS,77420.69,2016,18000,Cadillac,Pre-Owned,0.0,100%,14,Auction,Active
1934 Ford Sedan,17650.0,1934,100000,Ford,Pre-Owned,55.0,100%,517,Buy It Now,Active
2014 Kia Cadenza PREMIUM,8250.0,2014,90621,Kia,Pre-Owned,,100%,108,,Active
New Listing2011 Chevrolet Cruze LT Sedan 4D,4495.0,2011,143802,Chevrolet,Rowland Auto Sales Rowland,,0%,0,Buy It Now,Active
2023 Tesla Model 3 NO RESERVE!!!  SUPER CLEAN LIKE NEW,16300.0,2023,18294,Tesla,Pre-Owned,26.0,100%,135,Auction,Active
2014 Mercedes-Benz S-Class,15000.0,2014,127211,Mercedes-Benz,Pre-Owned,,100%,450,,Active
2002 BMW M5,54900.0,2002,70000,BMW,M5,,100%,354,,Active
2013 Chrysler 300 Series AWD Salvage Rebuildable Repairable,3995.0,2013,119301,Chrysler,MESSAGE US YOUR ZIP CODE FOR A SHIPPING QUOTE,,100%,1100,Buy It Now,Active
2022 Kia GT GT1 AWD w/ low miles 🔥 FREE DELIVERY! 🔥 Call 786-328-3187,22500.0,2022,54100,Kia,FREE SHIPPING - NO FEES - 100% FEEDBACK - FREE WARRANTY,,100%,565,Buy It Now,Active
2024 Volvo S90 Recharge Plug-In Hybrid Ultimate,510.0,2024,10513,Volvo,Walser Auto Campus Wichita,2.0,100%,1,Buy It Now,Active
2022 Toyota Camry SE Sedan 4D,23500.0,2022,55690,Toyota,Evoke Autos LLC Jonesboro,,100%,72,Buy It Now,Active
2015 BMW 7-Series 750Li xDrive,16980.0,2015,87726,BMW,Lucky Motors Villa Park,,100%,1000,,Active
1972 Cadillac Sedan DeVille,6400.0,1972,55517,Cadillac,Pre-Owned,0.0,100%,41,Buy It Now,Active
New Listing2014 Volkswagen Jetta 2.0T GLI Autobahn Sedan 4D,7999.0,2014,102141,Volkswagen,BucketBuddy Auto LLC West Sacramento,,98.1%,51,,Active
New Listing2018 Dodge Charger AWD 5.7L V8 HEMI Police,17795.0,2018,53516,Dodge,Chicago Motors Inc. Quality Police Cars Since 1988,,100%,123,,Active
2014 Ford Fusion S,7600.0,2014,34885,Ford,Pre-Owned,,100%,594,,Active
2010 Honda Accord EX,13900.0,2010,39955,Honda,Pre-Owned,,100%,240,,Active
2008 BMW 5-Series 535 BEAUTIFUL CONDITION 631-487-3881,6350.0,2008,104158,BMW,Pre-Owned,,100%,10,,Active
1981 Mercedes-Benz 300-Series D,16500.0,1981,158555,Mercedes-Benz,Pre-Owned,,100%,1500,,Active
2013 Infiniti G37,4500.0,2013,158000,Infiniti,Pre-Owned,,0%,0,,Active
2023 Lucid Air Pure,37000.0,2023,32660,,Jacobs Mitsubishi Chapel Chapel,,0%,1100,,Active
2016 Chevrolet SS,36500.0,2016,39000,Chevrolet,Pre-Owned,,100%,497,,Active
2006 Cadillac STS-V,1000.0,2006,91557,Cadillac,Pre-Owned,,100%,63,Buy It Now,Active
2007 Mercedes-Benz E-Class 350,12900.0,2007,20413,Mercedes-Benz,Pre-Owned,,100%,240,,Active
1979 Rolls-Royce Silver Shadow II owned since new by Jack Paar,26625.0,1979,45906,Rolls-Royce,45906 Miles,0.0,100%,147,Buy It Now,Active
2019 Honda Civic,9900.0,2019,67900,Honda,Pre-Owned,,99.9%,12800,,Active
2011 Nissan Sentra 2.0,4500.0,2011,157000,Nissan,Pre-Owned,,100%,4,,Active
2018 Toyota Mirai Sedan 4D,6990.0,2018,44724,Toyota,Nash Auto Costa Mesa,,100%,538,,Active
2018 Honda Accord LX,12995.0,2018,148027,Honda,Pre-Owned,,0%,0,,Active
2010 Honda Accord EX-L,8995.0,2010,83068,Honda,Pre-Owned,,0%,0,,Active
2017 Audi A4 Ultra Premium,15900.0,2017,66796,Audi,Pre-Owned,,0%,0,,Active
2011 Mitsubishi Lancer ES/ES SPORT,4900.0,2011,124206,Mitsubishi,Pre-Owned,,100%,1200,,Active
2023 BMW 330i xDrive 330i xDrive,30500.0,2023,42055,BMW,Pre-Owned,,0%,0,,Active
1958 Chevrolet Biscayne 2 Door Sedan,23900.0,1958,66950,Chevrolet,Pre-Owned,,0%,32,,Active
2020 Toyota Camry XSE,20999.0,2020,99776,Toyota,Pre-Owned,,0%,0,,Active
1994 Chevrolet Impala SS,26000.0,1994,105840,Chevrolet,Pre-Owned,,98.8%,629,,Active
2023 Toyota Corolla LE,16994.0,2023,54241,Toyota,Pre-Owned,,0%,0,,Active
2018 Tesla Model S 100D Sedan 4D,21999.0,2018,84965,Tesla,Pre-Owned,,96.3%,50,,Active
2006 Mitsubishi Lancer MR Edition,34999.0,2006,75849,Mitsubishi,Pre-Owned,,100%,12,,Active
2002 BMW 325xi 325xi,4995.0,2002,179467,BMW,Pre-Owned,,0%,0,,Active
2020 A-Class A 220 4DR SEDAN,19995.0,2020,67429,Mercedes-Benz,Pre-Owned,,100%,1600,,Active
2017 Ford Fusion SE,6990.0,2017,143644,Ford,Pre-Owned,,0%,0,,Active
2019 Chevrolet Impala Premier 4dr Sedan,17999.0,2019,84320,Chevrolet,Pre-Owned,,100%,1200,,Active
2020 Kia Forte GT-Line,10499.0,2020,104158,Kia,Pre-Owned,,0%,0,,Active
2016 BMW 535i xDrive 535i xDrive,12450.0,2016,115373,BMW,Pre-Owned,,0%,0,,Active
2024 Honda Civic Touring,27895.0,2024,771,Honda,Pre-Owned,,100%,649,,Active
2011 BMW 328i xDrive 328i xDrive,7900.0,2011,83580,BMW,Pre-Owned,,0%,0,,Active
2010 Lincoln Town Car Signature Limited,9499.0,2010,108684,Lincoln,Pre-Owned,,0%,0,,Active
2011 Acura TL Base,10995.0,2011,87468,Acura,Pre-Owned,,0%,0,,Active
2001 Ford Taurus SE,2990.0,2001,121040,Ford,Pre-Owned,,0%,0,,Active
2017 Lincoln MKZ/Zephyr Reserve,3600.0,2017,90936,Lincoln,Pre-Owned,,90.9%,12500,,Active
2022 Subaru WRX Base,24487.0,2022,47732,Subaru,Pre-Owned,,0%,0,,Active
New Listing2017 Toyota Corolla SE,7900.0,2017,172722,Toyota,Pre-Owned,,0%,0,,Active
1957 Chevrolet Bel Air/150/210,46000.0,1957,24827,Chevrolet,Pre-Owned,,98.8%,629,,Active
2017 Honda Civic LX,14499.0,2017,75648,Honda,Pre-Owned,,0%,0,,Active
1980 Mercedes-Benz 400-Series,20000.0,1980,130865,Mercedes-Benz,Pre-Owned,,98.8%,629,,Active
2016 Mercedes-Benz E-Class E350,11950.0,2016,99630,Mercedes-Benz,Pre-Owned,,100%,468,,Active
2017 Ford Fusion SE,8250.0,2017,72503,Ford,Pre-Owned,,0%,0,,Active
2020 Dodge Charger R/T,21790.0,2020,85894,Dodge,Pre-Owned,,0%,0,,Active
2015 Dodge Charger R/T Road & Track,19500.0,2015,78685,Dodge,Pre-Owned,,0%,0,,Active
2023 Porsche Taycan,61999.0,2023,27819,Porsche,Pre-Owned,,100%,4,,Active
2018 Ford Fusion SE,7777.0,2018,108968,Ford,Pre-Owned,,0%,0,,Active
2012 Civic LX 4DR SEDAN,8995.0,2012,125852,Honda,Pre-Owned,,100%,1600,,Active
2005 Honda Accord EX,4411.0,2005,202925,Honda,Pre-Owned,,0%,0,,Active
2004 Cadillac CTS V,21995.0,2004,93344,Cadillac,Pre-Owned,,97.3%,591,,Active
2023 Mercedes-Benz EQS 450,40500.0,2023,11170,Mercedes-Benz,Pre-Owned,,100%,649,,Active
2015 INFINITI Q50 3.7 Premium,7789.0,2015,136332,Infiniti,Pre-Owned,,0%,0,,Active
2007 Buick LaCrosse CX,5995.0,2007,89682,Buick,Pre-Owned,,0%,0,,Active
"1957 Chevrolet Bel Air/150/210 350ci V8, PS, Brembo DB",37000.0,1957,50000,Chevrolet,Pre-Owned,,100%,575,,Active
2017 Volvo S90 T6 Inscription,14350.0,2017,102835,Volvo,Pre-Owned,,0%,0,,Active
2016 Mercedes-Benz E-Class E63 AMG S,29900.0,2016,82000,Mercedes-Benz,Pre-Owned,,0%,266,,Active
2023 Subaru WRX Premium,19995.0,2023,33527,Subaru,Pre-Owned,,0%,0,,Active
2015 Dodge Charger R/T,13999.0,2015,153024,Dodge,Pre-Owned,,0%,0,,Active
2015 Maserati Ghibli S Q4,17799.0,2015,45525,Maserati,Pre-Owned,,0%,0,,Active
2009 Toyota Corolla LE 1.8L DOHC 4-SPEED AUTOMATIC 4-DR VALUE PRICED GA SEDAN,7990.0,2009,215152,Toyota,Pre-Owned,,100%,2400,,Active
2012 Honda Civic EX,8995.0,2012,131943,Honda,Pre-Owned,,0%,0,,Active
1965 Chevrolet Nova Chevy II,18995.0,1965,54502,Chevrolet,Pre-Owned,,97.3%,591,,Active
2013 Nissan Altima 2.5 SL,5395.0,2013,139085,Nissan,Pre-Owned,,0%,0,,Active
2013 Honda Civic LX,8895.0,2013,119201,Honda,Pre-Owned,,0%,0,,Active
2012 Hyundai Elantra GLS,8999.0,2012,44803,Hyundai,Pre-Owned,,0%,0,,Active
1937 Ford Deluxe Tudor Sedan,24000.0,1937,59,Ford,Pre-Owned,,98.8%,629,,Active
2012 Mercedes-Benz C300 C300 4MATIC Luxury Sedan,8995.0,2012,94133,Mercedes-Benz,Pre-Owned,,100%,1600,,Active
2012 INFINITI G37 G37x,9995.0,2012,122000,Infiniti,Pre-Owned,,0%,0,,Active
2024 Nissan Altima 2.5 SV,14331.0,2024,52965,Nissan,Pre-Owned,,0%,0,,Active
2016 Honda Accord EX,12500.0,2016,93653,Honda,Pre-Owned,,0%,0,,Active
2015 Model S 70D 4DR HATCHACK AWD,15999.0,2015,94577,Tesla,Pre-Owned,,100%,1600,,Active
2020 BMW 5 Series 530i,26594.0,2020,36489,BMW,Pre-Owned,,0%,78,,Active
2022 Audi e-tron GT Prestige,44550.0,2022,28858,Audi,Pre-Owned,,0%,0,,Active
2017 Mercedes-Benz E-Class E 300 4MATIC Sedan 4D,17985.0,2017,59674,Mercedes-Benz,Pre-Owned,,99.8%,1400,,Active
2023 BMW M3 Competition xDrive,94000.0,2023,21380,BMW,Pre-Owned,,0%,266,,Active
2025 Toyota Camry SE,28995.0,2025,18742,Toyota,Pre-Owned,,100%,649,,Active
2023 Dodge Charger GT,28527.0,2023,26344,Dodge,Pre-Owned,,0%,0,,Active
