id,price,mileage,brand,clean_model,model_encoded,brand_encoded,is_auction,car_age,miles_per_year,price_per_mile,brand_tier,model_rarity
2575,9395.0,94778,BMW,3series 320i xdrive,101,4,0,11,8616.18,0.1,3,1
2577,6495.0,126695,Honda,civic lx,550,14,0,15,8446.33,0.05,2,44
2578,14349.0,118637,BMW,640i xdrive gran 640i xdrive,197,4,0,10,11863.7,0.12,3,1
2579,14885.0,75459,BMW,740li 740li,213,4,0,10,7545.9,0.2,3,1
2580,25900.0,58415,Honda,accord l,359,14,0,1,58415.0,0.44,2,2
2581,14500.0,85592,Cadillac,dts,712,7,0,17,5034.82,0.17,2,4
2582,50999.0,46358,BMW,7series 750i xdrive,232,4,0,3,15452.67,1.1,3,6
2584,79998.0,39287,Mercedes-Benz,sclass s 63 amg 4matic 172995 msrp,1413,25,0,5,7857.4,2.04,3,1
2586,18000.0,98080,Honda,accord touring 20t,366,14,0,6,16346.67,0.18,2,3
2587,25300.0,28553,Honda,accord,347,14,0,1,28553.0,0.89,2,53
2590,16424.0,40091,Ford,fusion s,847,11,0,7,5727.29,0.41,1,10
2591,6995.0,46256,Chrysler,300 series touring,73,9,0,19,2434.53,0.15,2,2
2593,7800.0,81562,Mercedes-Benz,eclass e 350 4matic,748,25,0,16,5097.62,0.1,3,6
2594,16621.0,57843,Audi,a4 quattro,281,3,0,7,8263.29,0.29,2,2
2595,12950.0,123381,Hyundai,sonata,1454,16,0,4,30845.25,0.1,2,49
2596,32500.0,50376,Lexus,es 300h,787,20,0,4,12594.0,0.65,2,1
2597,8825.0,80398,Jaguar,xf 30l sc,1578,18,0,11,7308.91,0.11,2,1
2599,46995.0,47050,BMW,5series m550i xdrive,181,4,0,4,11762.5,1.0,3,2
2600,4995.0,152343,Audi,a4 20t quattro,272,3,0,17,8961.35,0.03,2,4
2601,17995.0,64054,Porsche,panamera msrp,1203,32,0,14,4575.29,0.28,3,1
2602,19477.0,19027,Hyundai,elantra sel,773,16,0,1,19027.0,1.02,2,12
2603,7999.0,96414,Hyundai,elantra gls,766,16,0,12,8034.5,0.08,2,6
2605,9995.0,70231,Nissan,altima 35 sr,388,30,0,9,7803.44,0.14,2,2
2607,3995.0,103821,Kia,rio lx 37mpg 5 speed,1285,19,0,12,8651.75,0.04,2,1
2608,16700.0,50631,Hyundai,sonata sel,1469,16,0,2,25315.5,0.33,2,26
2611,6995.0,110290,BMW,535i xdrive 535i xdrive,152,4,0,14,7877.86,0.06,3,9
2612,8995.0,45566,Mitsubishi,mirage g4,1118,28,0,4,11391.5,0.2,2,3
2614,41900.0,45849,BMW,m3 competition,1054,4,0,7,6549.86,0.91,3,10
2615,13995.0,70984,Nissan,maxima 35 sr,1098,30,0,9,7887.11,0.2,2,3
2616,22995.0,6524,Honda,civic,537,14,0,0,6524.0,3.52,2,31
2618,13999.0,68330,Toyota,camry,445,40,0,9,7592.22,0.2,2,95
2620,2800.0,161695,Subaru,impreza 25i,945,37,0,16,10105.94,0.02,2,1
2621,10500.0,150545,Toyota,corolla,610,40,0,3,50181.67,0.07,2,68
2622,6999.0,67424,Mercedes-Benz,cclass c 230,478,25,0,18,3745.78,0.1,3,1
2623,6990.0,110171,Nissan,altima 25 sv,384,30,0,9,12241.22,0.06,2,32
2624,14650.0,49573,Volkswagen,jetta 14t s,963,41,0,6,8262.17,0.3,2,8
2625,31985.0,19353,BMW,5series 540i xdrive,172,4,0,6,3225.5,1.65,3,1
2626,10500.0,142210,Honda,civic si,556,14,0,18,7900.56,0.07,2,16
2627,13995.0,82155,Chevrolet,impala lt,935,8,0,7,11736.43,0.17,2,14
2628,8995.0,72191,Audi,a4 20t quattro awd 6m,273,3,0,15,4812.73,0.12,2,2
2629,17495.0,53897,Honda,civic lx,550,14,0,6,8982.83,0.32,2,44
2630,20495.0,16023,Acura,ilx pkg,930,1,0,3,5341.0,1.28,2,1
2631,3500.0,161870,Volkswagen,passat s 18t wolfsburg,1229,41,0,11,14715.45,0.02,2,1
2632,20295.0,9362,Honda,civic,537,14,0,1,9362.0,2.17,2,31
2633,52499.0,60353,Mercedes-Benz,cclass c63 amg,491,25,0,12,5029.42,0.87,3,1
2634,5995.0,56180,Chevrolet,sonic ls,1471,8,0,13,4321.54,0.11,2,2
2635,8500.0,67052,Lincoln,town car hearse,1537,21,0,24,2793.83,0.13,2,1
2636,1900.0,172800,Buick,century custom,494,6,0,24,7200.0,0.01,1,2
2637,5246.0,102299,Nissan,altima 25 s,379,30,0,17,6017.59,0.05,2,19
2638,15500.0,72022,Honda,civic ex,538,14,0,6,12003.67,0.22,2,28
2639,8495.0,92369,Chevrolet,cruze lt,646,8,0,8,11546.12,0.09,2,6
2640,6995.0,102165,Ford,fiesta,814,11,0,7,14595.0,0.07,1,9
2642,17834.0,50952,Hyundai,sonata sel,1469,16,0,1,50952.0,0.35,2,26
2643,9566.0,103897,Hyundai,sonata,1454,16,0,10,10389.7,0.09,2,49
2644,9995.0,86642,Honda,civic lx,550,14,0,13,6664.77,0.12,2,44
2645,73985.0,32528,BMW,7series m760i xdrive,247,4,0,3,10842.67,2.27,3,1
2646,19350.0,34064,Hyundai,sonata,1454,16,0,2,17032.0,0.57,2,49
2647,11495.0,88882,Nissan,maxima sl,1106,30,0,9,9875.78,0.13,2,1
2648,9999.0,103587,Honda,accord,347,14,0,12,8632.25,0.1,2,53
2649,6999.0,98414,Lincoln,mks ecoboost,1125,21,0,10,9841.4,0.07,2,1
2650,8900.0,133210,Ford,taurus awd,1488,11,0,9,14801.11,0.07,1,2
2651,4295.0,175352,Toyota,corolla,610,40,0,19,9229.05,0.02,2,68
2652,11985.0,63364,Volvo,s60 t5 dynamic,1360,42,0,7,9052.0,0.19,2,1
2653,16980.0,76846,Mercedes-Benz,cclass c 300,479,25,0,9,8538.44,0.22,3,5
2655,5800.0,93123,Buick,lucerne cxl v6,1043,6,0,18,5173.5,0.06,1,1
2657,13950.0,97742,BMW,530i xdrive 530i xdrive,149,4,0,6,16290.33,0.14,3,14
2658,69800.0,63387,Audi,rs4 quattro 42 v8 6speed amd hp supercharger kit ton,1302,3,0,17,3728.65,1.1,2,1
2659,14900.0,55500,Dodge,charger awd,501,10,0,7,7928.57,0.27,2,2
2661,51999.0,49112,Porsche,panamera 4 msrp pkg heatedcooled seats,1195,32,0,5,9822.4,1.06,3,1
2662,26995.0,51192,BMW,650i gran 650i gran,200,4,0,8,6399.0,0.53,3,1
2663,11911.0,93242,Ford,fusion titanium,850,11,0,8,11655.25,0.13,1,9
2664,12995.0,84900,Mercedes-Benz,eclass e350,757,25,0,9,9433.33,0.15,3,5
2665,12499.0,100627,Nissan,maxima platinum,1103,30,0,9,11180.78,0.12,2,5
2666,19211.0,78028,Cadillac,ct6 30l twin turbo luxury,670,7,0,8,9753.5,0.25,2,1
2667,6499.0,124564,Ford,fusion s,847,11,0,8,15570.5,0.05,1,10
2669,6995.0,103550,Ford,taurus police,1490,11,0,11,9413.64,0.07,1,2
2670,17995.0,76382,Subaru,wrx,1563,37,0,9,8486.89,0.24,2,36
2672,3995.0,168786,Honda,civic lx,550,14,0,15,11252.4,0.02,2,44
2673,10991.0,126590,Honda,civic ext,542,14,0,9,14065.56,0.09,2,2
2674,26850.0,20651,BMW,2series 228i,22,4,0,1,20651.0,1.3,3,1
2676,13500.0,82000,Ford,crown victoria police interceptor,636,11,0,16,5125.0,0.16,1,4
2677,7000.0,46037,Toyota,mirai,1121,40,0,8,5754.62,0.15,2,8
2678,1400.0,150000,Toyota,prius,1238,40,0,24,6250.0,0.01,2,2
2679,3000.0,140000,Lincoln,mkc,1123,21,0,21,6666.67,0.02,2,3
2680,14595.0,93052,Audi,s4 30 plus,1321,3,0,14,6646.57,0.16,2,1
2682,7400.0,23560,Toyota,camry ce,451,40,0,25,942.4,0.31,2,1
2684,2799.0,178401,Chevrolet,cruze 1lt,638,8,0,11,16218.27,0.02,2,9
2686,12000.0,148000,BMW,m5,1063,4,0,19,7789.47,0.08,3,16
2689,8865.0,50225,Lincoln,signature 50225,1453,21,0,16,3139.06,0.18,2,1
2690,22499.0,55436,Porsche,panamera 4 awd marsala red interior only bose audio,1194,32,0,11,5039.64,0.41,3,1
2691,16650.0,74106,Porsche,panamera,1191,32,0,11,6736.91,0.22,3,6
2692,49900.0,93250,Mercedes-Benz,sclass s600 maybach celebrity owned massive msrp,1435,25,0,9,10361.11,0.54,3,1
2693,8995.0,76511,Dodge,charger police,508,10,0,9,8501.22,0.12,2,6
2694,19999.0,53488,Lincoln,town car cartier florida car,1529,21,0,22,2431.27,0.37,2,1
2695,21399.0,42604,Cadillac,ct6 plugin hybrid 20t turbocharged rare find,675,7,0,8,5325.5,0.5,2,1
2696,21890.0,72616,BMW,5 series msport 530i cert financeship,139,4,0,6,12102.67,0.3,3,1
2697,32800.0,36541,Subaru,wrx sti,1566,37,0,5,7308.2,0.9,2,12
2698,13900.0,65481,Jaguar,xe,1570,18,0,6,10913.5,0.21,2,2
2699,19995.0,115051,Subaru,impreza wrx sti,949,37,0,21,5478.62,0.17,2,7
2700,35585.0,16089,Lexus,350 f,95,20,0,2,8044.5,2.21,2,1
2701,25980.0,97755,BMW,m5,1063,4,0,11,8886.82,0.27,3,16
2702,7995.0,176245,Toyota,camry,445,40,0,11,16022.27,0.05,2,95
2703,22500.0,4926,Nissan,sentra sr,1450,30,0,1,4926.0,4.57,2,9
2704,5900.0,137843,Cadillac,ats luxury,407,7,0,11,12531.18,0.04,2,4
2705,19997.0,57146,Lexus,300,48,20,0,23,2484.61,0.35,2,3
2706,13450.0,128114,Volkswagen,passat 20 diesel tdi,1217,41,0,10,12811.4,0.1,2,1
2707,6900.0,130818,BMW,7series 750li,234,4,0,11,11892.55,0.05,3,1
2708,22788.0,30144,Hyundai,sonata,1454,16,0,3,10048.0,0.76,2,49
2711,9995.0,76452,Lexus,ls430 430,1032,20,0,22,3475.09,0.13,2,1
2713,9995.0,104792,Chrysler,200 series s awd,9,9,0,9,11643.56,0.1,2,1
2716,29800.0,49444,Mercedes-Benz,cclass c 300,479,25,0,3,16481.33,0.6,3,5
2717,23995.0,23409,Maserati,ghibli s q4 granlusso,888,22,0,6,3901.5,1.02,2,1
2718,14552.0,63327,Hyundai,sonata sel,1469,16,0,5,12665.4,0.23,2,26
2719,9699.0,98625,Cadillac,ats luxury,407,7,0,10,9862.5,0.1,2,4
2720,20100.0,45842,Nissan,altima 25 sv,384,30,0,1,45842.0,0.44,2,32
2721,13800.0,80950,Volkswagen,jetta tdi,984,41,0,11,7359.09,0.17,2,2
2722,27999.0,37009,Audi,a4 quattro quattro s line prem plus 45 tfsi,288,3,0,2,18504.5,0.76,2,1
2723,17000.0,101192,Honda,accord,347,14,0,5,20238.4,0.17,2,53
2724,17500.0,61202,Honda,civic lx,550,14,0,4,15300.5,0.29,2,44
2725,10995.0,100546,Honda,accord exl,354,14,0,10,10054.6,0.11,2,31
2727,10999.0,111192,Nissan,maxima 35 sv midyear release,1100,30,0,8,13899.0,0.1,2,1
2729,14488.0,94386,Audi,a4 quattro premiumplus,287,3,0,7,13483.71,0.15,2,6
2730,31990.0,2659,Subaru,wrx,1563,37,0,1,2659.0,12.03,2,36
2731,4900.0,174004,Lexus,300,48,20,0,24,7250.17,0.03,2,3
2733,20400.0,42851,Nissan,altima 25 sv,384,30,0,1,42851.0,0.48,2,32
2734,16985.0,56331,Jaguar,xj xjl portfolio,1599,18,0,12,4694.25,0.3,2,4
2735,28999.0,22866,Hyundai,sonata,1454,16,0,1,22866.0,1.27,2,49
2736,9995.0,71548,Audi,a4 20t quattro awd 6m,273,3,0,15,4769.87,0.14,2,2
2737,21500.0,14237,Honda,civic lx,550,14,0,2,7118.5,1.51,2,44
2738,15400.0,46271,Cadillac,ats 20t awd,403,7,0,7,6610.14,0.33,2,1
2739,7995.0,64901,Chevrolet,cruze 1lt,638,8,0,9,7211.22,0.12,2,9
2740,7995.0,56731,Chrysler,300 series touring awd,74,9,0,20,2836.55,0.14,2,1
2741,7995.0,71461,Chevrolet,malibu ls,1083,8,0,12,5955.08,0.11,2,11
2742,27800.0,39000,Honda,accord touring,365,14,0,2,19500.0,0.71,2,3
2743,13995.0,3841,Ford,focus s,824,11,0,7,548.71,3.64,1,5
2744,6487.0,146327,Toyota,camry sdn natl,459,40,0,21,6967.95,0.04,2,1
2745,8995.0,111625,Nissan,altima 25 sv,384,30,0,10,11162.5,0.08,2,32
2746,9999.0,86521,Chevrolet,cruze ls,644,8,0,7,12360.14,0.12,2,5
2747,5999.0,81881,Mazda,millenia,1114,24,0,24,3411.71,0.07,2,1
2748,11950.0,81918,BMW,3series 320i,100,4,0,7,11702.57,0.15,3,2
2749,29000.0,16901,Honda,accord,347,14,0,1,16901.0,1.72,2,53
2750,14995.0,92704,BMW,530e xdrive 530e xdrive iperformance,146,4,0,7,13243.43,0.16,3,1
2751,20999.0,61143,Maserati,ghibli base,879,22,0,8,7642.88,0.34,2,1
2752,29980.0,92339,Jaguar,xf v8 xfrs,1584,18,0,11,8394.45,0.32,2,1
2753,7995.0,65964,Hyundai,sonata gls 6a,1462,16,0,14,4711.71,0.12,2,2
2755,3595.0,49271,Volkswagen,jetta insurance theft recovery salvage,977,41,0,19,2593.21,0.07,2,1
2756,8995.0,47324,Lincoln,mkzzephyr base,1132,21,0,15,3154.93,0.19,2,3
2758,12995.0,105821,Hyundai,sonata sel,1469,16,0,4,26455.25,0.12,2,26
2759,9995.0,94545,BMW,328i xdrive 328i xdrive,85,4,0,11,8595.0,0.11,3,6
2760,24495.0,64030,Tesla,model s p100d awd fsd autopilot pano wood mls,1165,39,0,8,8003.75,0.38,3,1
2762,26675.0,50076,Chrysler,300 300s,50,9,0,3,16692.0,0.53,2,5
2763,6500.0,85788,Chevrolet,malibu lt,1085,8,0,5,17157.6,0.08,2,24
2764,18900.0,70305,Mercedes-Benz,e350 e 350,724,25,0,9,7811.67,0.27,3,9
2767,6877.0,92659,Lincoln,mkz base,1126,21,0,12,7721.58,0.07,2,3
2768,21995.0,68733,Chrysler,300 series touring l,75,9,0,3,22911.0,0.32,2,1
2769,46999.0,31642,Mercedes-Benz,sclass s 560 4matic,1404,25,0,5,6328.4,1.49,3,3
2770,21000.0,11506,Hyundai,sonata,1454,16,0,0,11506.0,1.82,2,49
2771,20995.0,86713,BMW,7series 750i xdrive awd,233,4,0,9,9634.78,0.24,3,1
2772,11500.0,106420,Audi,a4 ultra,293,3,0,8,13302.5,0.11,2,2
2774,2990.0,89070,Nissan,versa base,1556,30,0,16,5566.88,0.03,2,1
2775,13990.0,90129,Audi,a4 quattro,281,3,0,8,11266.12,0.16,2,2
2777,11995.0,83791,Hyundai,sonata,1454,16,0,7,11970.14,0.14,2,49
2778,3995.0,198395,Audi,a4 20t,270,3,0,15,13226.33,0.02,2,2
2779,13995.0,101565,Hyundai,sonata,1454,16,0,4,25391.25,0.14,2,49
2780,27326.0,56305,Honda,accord ex,351,14,0,1,56305.0,0.49,2,24
2782,46995.0,37704,BMW,540i xdrive 540i xdrive,155,4,0,2,18852.0,1.25,3,16
2783,10750.0,66265,Honda,accord lx p,361,14,0,13,5097.31,0.16,2,1
2784,10400.0,31814,Ford,fiesta,814,11,0,6,5302.33,0.33,1,9
2785,13285.0,71116,Kia,optima s,1188,19,0,6,11852.67,0.19,2,4
2786,28000.0,41204,Cadillac,ct5v vseries,668,7,0,5,8240.8,0.68,2,1
2787,22500.0,13866,Honda,accord special,364,14,0,4,3466.5,1.62,2,7
2788,23999.0,64144,Infiniti,q50 red 400,1255,17,0,7,9163.43,0.37,2,1
2789,33999.0,45462,Audi,a8 l 30t,332,3,0,6,7577.0,0.75,2,3
2790,14995.0,42068,Mazda,3 select,36,24,0,2,21034.0,0.36,2,1
2791,11999.0,93652,Honda,accord exl v6,357,14,0,12,7804.33,0.13,2,2
2792,22495.0,38752,Toyota,camry,445,40,0,4,9688.0,0.58,2,95
2793,7977.0,125819,Toyota,corolla plus,621,40,0,11,11438.09,0.06,2,1
2794,54999.0,53000,Mercedes-Benz,sclass mercedesmaybach s 600,1394,25,0,9,5888.89,1.04,3,2
2795,10350.0,110278,Mercedes-Benz,cclass c300,486,25,0,9,12253.11,0.09,3,3
2796,18999.0,87444,Honda,accord,347,14,0,4,21861.0,0.22,2,53
2797,25700.0,24844,Toyota,camry,445,40,0,3,8281.33,1.03,2,95
2800,14995.0,102273,Dodge,charger awd 36l v6 police redblue lightbar and led li,503,10,0,3,34091.0,0.15,2,1
2801,20000.0,142740,Cadillac,ctsv ctsv,702,7,0,16,8921.25,0.14,2,1
2802,16785.0,100314,Audi,a6 quattro 55 tfsi prestige,321,3,0,6,16719.0,0.17,2,1
2803,39985.0,45479,Mercedes-Benz,sclass s 560,1403,25,0,7,6497.0,0.88,3,4
2804,10500.0,59445,Ford,fusion,837,11,0,9,6605.0,0.18,1,40
2805,7999.0,112178,Chrysler,200 series c,8,9,0,9,12464.22,0.07,2,1
2806,23995.0,78033,Audi,s4 premiumplus,1326,3,0,6,13005.5,0.31,2,3
2808,37997.0,77923,Bentley,arnage red label,399,5,0,23,3387.96,0.49,3,1
2810,7995.0,87299,Volkswagen,passat,1213,41,0,11,7936.27,0.09,2,9
2811,29395.0,94218,Mercedes-Benz,s560 s 560,1341,25,0,7,13459.71,0.31,3,5
2812,30995.0,99083,Lexus,ls ls 460,1029,20,0,8,12385.38,0.31,2,2
2813,12987.0,54521,Kia,optima s,1188,19,0,6,9086.83,0.24,2,4
2814,68999.0,32272,Mercedes-Benz,mercedesmaybach sclass s 560 4matic,1112,25,0,7,4610.29,2.14,3,2
2815,25995.0,82501,Subaru,wrx sti,1566,37,0,6,13750.17,0.32,2,12
2816,69985.0,39009,BMW,7series alpina b7 xdrive,243,4,0,4,9752.25,1.79,3,1
2817,8995.0,71678,Toyota,camry,445,40,0,14,5119.86,0.13,2,95
2818,11990.0,93650,Toyota,corolla,610,40,0,6,15608.33,0.13,2,68
2819,8999.0,96002,Lincoln,mkz base,1126,21,0,11,8727.45,0.09,2,3
2820,24995.0,85338,BMW,540i xdrive 540i xdrive,155,4,0,7,12191.14,0.29,3,16
2821,8999.0,149815,Honda,civic lx,550,14,0,13,11524.23,0.06,2,44
2822,5995.0,90297,Jaguar,xtype 30l awd,1618,18,0,19,4752.47,0.07,2,1
2823,15985.0,27776,Jaguar,xf xf 35t portfolio,1585,18,0,7,3968.0,0.58,2,1
2826,48136.0,4662,Cadillac,ct4v vseries,659,7,0,0,4662.0,10.32,2,2
2828,8495.0,139030,BMW,7series 740i,228,4,0,11,12639.09,0.06,3,4
2829,46999.0,8257,Mercedes-Benz,c300 c 300,429,25,0,1,8257.0,5.69,3,22
2830,23995.0,54279,BMW,540i xdrive 540i xdrive,155,4,0,5,10855.8,0.44,3,16
2831,11395.0,37352,Cadillac,cts luxury,693,7,0,13,2873.23,0.31,2,2
2832,25890.0,7761,Honda,accord ex,351,14,0,1,7761.0,3.34,2,24
2833,15795.0,60284,Nissan,versa sv,1559,30,0,4,15071.0,0.26,2,9
2834,21990.0,19525,Honda,civic,537,14,0,2,9762.5,1.13,2,31
2836,44995.0,52282,Porsche,panamera,1191,32,0,7,7468.86,0.86,3,6
2837,26495.0,9156,Honda,civic si,556,14,0,0,9156.0,2.89,2,16
2838,96500.0,11310,BMW,m3 competition xdrive,1056,4,0,2,5655.0,8.53,3,3
2839,38585.0,34195,Mercedes-Benz,sclass s 450 4matic,1397,25,0,7,4885.0,1.13,3,1
2840,6499.0,128246,Chevrolet,impala lt,935,8,0,11,11658.73,0.05,2,14
2842,19900.0,29740,Honda,civic,537,14,0,2,14870.0,0.67,2,31
2843,9995.0,44477,Ford,focus,823,11,0,7,6353.86,0.22,1,13
2844,8900.0,100870,Volkswagen,passat,1213,41,0,4,25217.5,0.09,2,9
2846,12999.0,60287,Mercedes-Benz,claclass cla 250,570,25,0,9,6698.56,0.22,3,2
2847,10499.0,65184,Kia,cadenza,443,19,0,10,6518.4,0.16,2,4
2848,81800.0,5475,Tesla,model s plaid,1171,39,0,1,5475.0,14.94,3,8
2849,15995.0,67067,Honda,accord,347,14,0,7,9581.0,0.24,2,53
2851,25980.0,87812,BMW,m5,1063,4,0,11,7982.91,0.3,3,16
2852,12995.0,72921,BMW,528i xdrive 528i xdrive,144,4,0,10,7292.1,0.18,3,6
2853,8499.0,85934,Hyundai,elantra,765,16,0,7,12276.29,0.1,2,35
2854,17995.0,57293,Honda,accord exl,354,14,0,10,5729.3,0.31,2,31
2855,12999.0,126909,Mercedes-Benz,e300 e 300,720,25,0,8,15863.62,0.1,3,4
2856,10999.0,91185,Ford,fusion titanium,850,11,0,6,15197.5,0.12,1,9
2857,9995.0,50641,Honda,accord ex wleather 5a,353,14,0,19,2665.32,0.2,2,1
2858,12700.0,84835,BMW,750li xdrive 750li xdrive,223,4,0,10,8483.5,0.15,3,1
2859,7800.0,125249,Buick,park avenue,1212,6,0,21,5964.24,0.06,1,1
2860,15995.0,78179,Honda,civic,537,14,0,6,13029.83,0.2,2,31
2861,12880.0,81248,Chevrolet,sonic premier,1473,8,0,5,16249.6,0.16,2,2
2862,25554.0,30306,Honda,civic si,556,14,0,3,10102.0,0.84,2,16
2863,13999.0,60931,Nissan,sentra sr,1450,30,0,4,15232.75,0.23,2,9
2865,18400.0,77155,Nissan,altima 25 sv,384,30,0,4,19288.75,0.24,2,32
2866,3499.0,169416,Chevrolet,malibu lt,1085,8,0,10,16941.6,0.02,2,24
2867,9995.0,119444,BMW,535i xdrive 535i xdrive,152,4,0,11,10858.55,0.08,3,9
2868,23500.0,75817,Lincoln,continental reserve,602,21,0,6,12636.17,0.31,2,1
2869,7495.0,109433,Lexus,es350 350,801,20,0,17,6437.24,0.07,2,9
2870,28990.0,62479,BMW,3 series 340i,44,4,0,7,8925.57,0.46,3,1
2871,11950.0,89524,BMW,528i 528i,143,4,0,10,8952.4,0.13,3,4
2872,12995.0,92931,BMW,320i 320i,80,4,0,9,10325.67,0.14,3,3
2873,3995.0,193549,Kia,optima ex,1185,19,0,14,13824.93,0.02,2,5
2874,16995.0,30205,Mazda,3,27,24,0,6,5034.17,0.56,2,6
2875,25727.0,20875,Nissan,altima 25 sr,383,30,0,1,20875.0,1.23,2,11
2876,18995.0,100583,Chrysler,300 series s v6,70,9,0,4,25145.75,0.19,2,1
2878,31995.0,96185,BMW,m340i xdrive m340i xdrive,1060,4,0,4,24046.25,0.33,3,4
2879,4499.0,115161,Nissan,sentra s,1448,30,0,16,7197.56,0.04,2,13
2881,13900.0,78682,Volkswagen,jetta gli sel 6a,976,41,0,10,7868.2,0.18,2,1
2882,25000.0,13135,Honda,accord special,364,14,0,3,4378.33,1.9,2,7
2883,13900.0,137873,BMW,740i 740i,212,4,0,8,17234.12,0.1,3,4
2884,14995.0,52428,Hyundai,sonata eco,1460,16,0,7,7489.71,0.29,2,5
2885,25495.0,50485,Honda,accord touring 20t,366,14,0,7,7212.14,0.5,2,3
2886,7500.0,36511,Lincoln,zephyr base,1623,21,0,19,1921.63,0.21,2,1
2887,36999.0,5457,Genesis,g70 33t,865,13,0,2,2728.5,6.78,3,1
2888,5995.0,107405,Chrysler,200 lx,6,9,0,13,8261.92,0.06,2,1
2889,8995.0,52456,Nissan,altima 25 sv,384,30,0,10,5245.6,0.17,2,32
2891,19895.0,96149,Mercedes-Benz,sclass s550,1417,25,0,9,10683.22,0.21,3,3
2892,5995.0,131727,Volkswagen,passat,1213,41,0,11,11975.18,0.05,2,9
2893,19995.0,46765,Lincoln,mkzzephyr standard,1134,21,0,5,9353.0,0.43,2,2
2895,22995.0,49510,Audi,a6 quattro awd sun blind mls,322,3,0,5,9902.0,0.46,2,1
2896,9995.0,119738,Nissan,altima 25 sv,384,30,0,4,29934.5,0.08,2,32
2897,20499.0,14641,Hyundai,sonata sel,1469,16,0,0,14641.0,1.4,2,26
2898,31888.0,28728,BMW,i4 edrive40 gran,922,4,0,3,9576.0,1.11,3,1
2899,22995.0,39794,Honda,civic,537,14,0,3,13264.67,0.58,2,31
2901,14999.0,39329,Hyundai,sonata,1454,16,0,4,9832.25,0.38,2,49
2902,34995.0,42374,Audi,a6 plus 55 tfsi,308,3,0,3,14124.67,0.83,2,1
2903,6950.0,73158,Chevrolet,impala ls,934,8,0,12,6096.5,0.09,2,3
2904,43987.0,63339,BMW,m3 base,1053,4,0,8,7917.38,0.69,3,3
2905,24990.0,38189,Subaru,wrx,1563,37,0,4,9547.25,0.65,2,36
2906,19900.0,99704,Mercedes-Benz,eclass e63 amg,760,25,0,15,6646.93,0.2,3,1
2907,18999.0,69700,Dodge,charger sxt,534,10,0,10,6970.0,0.27,2,25
2908,15480.0,154982,Honda,civic,537,14,0,5,30996.4,0.1,2,31
2909,19499.0,41089,Maserati,quattroporte gts,1265,22,0,11,3735.36,0.47,2,3
2910,30995.0,69178,BMW,m3 base,1053,4,0,10,6917.8,0.45,3,3
2911,26700.0,18513,Honda,civic,537,14,0,1,18513.0,1.44,2,31
2912,10499.0,70285,Volkswagen,jetta 14t s,963,41,0,8,8785.62,0.15,2,8
2914,24995.0,73915,Mercedes-Benz,sclass s550 4matic,1418,25,0,10,7391.5,0.34,3,1
2915,23988.0,49610,Honda,accord,347,14,0,3,16536.67,0.48,2,53
2916,4600.0,181585,Honda,accord exl,354,14,0,17,10681.47,0.03,2,31
2919,14995.0,55735,Hyundai,sonata eco,1460,16,0,7,7962.14,0.27,2,5
2920,5999.0,97153,Nissan,sentra s,1448,30,0,6,16192.17,0.06,2,13
2921,15895.0,112269,Lexus,es350 350,801,20,0,7,16038.43,0.14,2,9
2922,6999.0,150091,Honda,accord exl,354,14,0,15,10006.07,0.05,2,31
2923,3500.0,140362,Hyundai,sonata,1454,16,0,10,14036.2,0.02,2,49
2924,34999.0,36654,Audi,a8 l 30t,332,3,0,6,6109.0,0.95,2,3
2925,17777.0,72020,BMW,7series 740i,228,4,0,7,10288.57,0.25,3,4
2927,9995.0,160546,Subaru,wrx,1563,37,0,10,16054.6,0.06,2,36
2928,30995.0,65751,Mitsubishi,lancer evolution gsr,1007,28,0,11,5977.36,0.47,2,5
2929,15000.0,66692,BMW,330i xdrive 330i xdrive,89,4,0,8,8336.5,0.22,3,12
2930,9495.0,52547,Toyota,camry 24l i4 5a,446,40,0,18,2919.28,0.18,2,1
2932,12499.0,80787,Dodge,charger sxt,534,10,0,5,16157.4,0.15,2,25
2934,15225.0,84691,Hyundai,sonata,1454,16,0,4,21172.75,0.18,2,49
2935,23995.0,25269,Subaru,wrx,1563,37,0,4,6317.25,0.95,2,36
2936,11450.0,106478,Kia,forte s,835,19,0,6,17746.33,0.11,2,2
2937,14994.0,33813,Nissan,altima 25 s,379,30,0,3,11271.0,0.44,2,19
2938,10495.0,94952,Cadillac,xts luxury collection,1611,7,0,9,10550.22,0.11,2,3
2939,8495.0,54197,Mitsubishi,lancer awd,1003,28,0,13,4169.0,0.16,2,1
2940,13495.0,31048,Nissan,sentra sv,1452,30,0,2,15524.0,0.43,2,27
2942,10900.0,122855,BMW,530i xdrive 530i xdrive,149,4,0,8,15356.88,0.09,3,14
2943,7495.0,135445,Ford,fusion titanium,850,11,0,11,12313.18,0.06,1,9
2944,15999.0,127144,BMW,330i xdrive 330i xdrive,89,4,0,5,25428.8,0.13,3,12
2945,13995.0,105698,BMW,5series 530i xdrive awd,166,4,0,8,13212.25,0.13,3,1
2946,5450.0,125009,Nissan,maxima platinum,1103,30,0,9,13889.89,0.04,2,5
2947,12999.0,113038,BMW,750i 750i,215,4,0,11,10276.18,0.11,3,3
2948,15100.0,46329,Kia,forte lxs,833,19,0,6,7721.5,0.33,2,17
2949,15888.0,55556,Hyundai,sonata,1454,16,0,3,18518.67,0.29,2,49
